term,count_early,count_late,count_contemporary,rate_early,rate_late,burst_score,log_odds_late_vs_early
titinopathy,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
general psychopathology factor,2,0,1,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
fmri evidence,3,0,0,1.1666666666666667,0.16666666666666666,-1.9459101490553135,-2.5630115321664197
expectancies,0,2,3,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
hiv prevention intervention,2,0,1,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
public views,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
heartbeat-evoked potentials,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
psychiatric illnesses,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
american society,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
parental styles,0,3,4,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
university tuition fees,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
cognitive load theory,0,4,4,0.16666666666666666,1.5,2.1972245773362196,1.580123194225111
life-cycle,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
cumulative disadvantage financial exchange,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
hyperglycaemia,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
duration of untreated psychosis,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
controlling behavior,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
interpersonal victimization,1,1,3,0.5,0.5,0.0,-0.6171013831111072
kuo,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
humanitarians,0,0,2,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
norms endorsing violence,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
controlled trial,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
just-in-time adaptive interventions,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
middle aged,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
messages,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
str analysis,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
works,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
hallucinogens,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
mifepristone,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
disproportionate minority contact,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
stereotypies,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
questionnaire f-sozu,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
functional recovery,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
statistical learning,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
work-family,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
police responses,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
paranoia,8,11,15,2.8333333333333335,3.8333333333333335,0.3022808718729337,-0.31482051123817456
education programs,1,1,1,0.5,0.5,0.0,-0.6171013831111072
addiction symptoms,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
affective go,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
feature engineering,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
indo-guyanese literature,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
child sexual abuse awareness,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
surviving,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
ulcerative colitis,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
skin picking disorder,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
paediatric abusive head trauma,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
negative core schema,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
parent-infant synchrony,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
nop,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
cannabinoid-receptor-1 cnr1,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
dbt-ptsd,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
robot-based,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
functional brain networks,1,1,3,0.5,0.5,0.0,-0.6171013831111072
liwc,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
leyton obsessional inventory,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
neurological disorder,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
paediatric injury,1,1,1,0.5,0.5,0.0,-0.6171013831111072
coping and adaptation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
oxytocin-receptor,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
diacylglycerol lipase-alpha,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
clinical high risk of psychosis,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
sensitivity analysis,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
juror decisions,1,3,3,0.5,1.1666666666666667,0.8472978603872037,0.23019647727609627
mitragyna-speciosa users,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
tools,3,2,3,1.1666666666666667,0.8333333333333334,-0.3364722366212129,-0.9535736197323201
genome-wide-association,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
parent-child conflict tactics scales,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
psychiatric inpatient care,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
gender interaction,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
health care use,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
psychophysiological reactivity,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
suicide behaviors,1,1,1,0.5,0.5,0.0,-0.6171013831111072
recreation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
strong communities,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
glucocorticoid-receptor,45,30,48,15.166666666666666,10.166666666666666,-0.3999856423435389,-1.0170870254546465
data augmentation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
aldh2,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
non-state actors,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
beta regression,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
experiences ace,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
uncrc,1,0,1,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
cardiovascular diseas,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
weapon carrying,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
true memory,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
refugee students,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
contamination,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
nonspecific psychotherapy,0,7,9,0.16666666666666666,2.5,2.70805020110221,2.0909488179911015
cross sectional study,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
contraceptive use,3,1,3,1.1666666666666667,0.5,-0.8472978603872037,-1.4643992434983106
voxel‐ based morphometry (vbm),1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
hiv-uninfected children,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
general practitioners,0,3,3,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
gamification,0,2,3,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
end-of-life,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
shrp,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
embodied sense of self,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
institutional crisis,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
false denial,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
cd = crohn disease,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
house of commons,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
visual-imagery,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
file origin,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
aggressive antisocial behavior,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
health status,1,3,3,0.5,1.1666666666666667,0.8472978603872037,0.23019647727609627
conceptual definition,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
teen pregnancy,0,2,3,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
girl child protection,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
hookups,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
traumatic events scale,1,1,1,0.5,0.5,0.0,-0.6171013831111072
catholic organizations,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
physical disease,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
socioenvironmental factors,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
sertraline,1,1,1,0.5,0.5,0.0,-0.6171013831111072
child sexual abuse in pakistan,1,1,1,0.5,0.5,0.0,-0.6171013831111072
multilevel analysis,2,1,4,0.8333333333333334,0.5,-0.5108256237659907,-1.1279270068770977
effect sizes,1,2,3,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
corticotropin-releasing factor (crf),1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
to-parent violence,1,1,1,0.5,0.5,0.0,-0.6171013831111072
trauma-informed design,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
and their associated clinical outcomes,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
deaf and hard-of-hearing,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
synchronous telehealth,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
norepinephrine transporter,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
open justice,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
economic exploitation of children,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
thresholds,0,3,3,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
attempted-suicide,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
table 2 fallacy,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
inpatients,4,3,5,1.5,1.1666666666666667,-0.25131442828090605,-0.8684158113920137
internalization,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
environments,4,10,14,1.5,3.5,0.8472978603872037,0.23019647727609538
fathers share,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
contextual fear memory,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
autism spectrum disorders,2,9,13,0.8333333333333334,3.1666666666666665,1.33500106673234,0.7178996836212326
horse-assisted therapy,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
gliotransmitters,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
family adaptation and cohesion,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
opioid dependency,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
licking behavior,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
murder,1,5,7,0.5,1.8333333333333333,1.2992829841302609,0.6821816010191535
insulin-degrading enzyme,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
child protection centre,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
children's and adolescents' perspectives,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
structural nested mean model,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
maladaptive daydreaming,1,5,5,0.5,1.8333333333333333,1.2992829841302609,0.6821816010191535
child abuse pediatrics,2,3,4,0.8333333333333334,1.1666666666666667,0.336472236621213,-0.28062914648989423
gender-specific programming,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
teacher self-efficacy,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
social acknowledgment,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
reintegration,2,3,5,0.8333333333333334,1.1666666666666667,0.336472236621213,-0.28062914648989423
epidemiologic studies,1,1,1,0.5,0.5,0.0,-0.6171013831111072
prospective association,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
mediating pathway,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
risk-taking,8,24,30,2.8333333333333335,8.166666666666666,1.0586069540544103,0.44150557094330267
interpersonal relations,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
apps,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
young adult gothic,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
positive identity,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
alcohol testing,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
preventing relapse,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
epigenetic programming,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
perinatal,7,11,13,2.5,3.8333333333333335,0.42744401482693967,-0.18965736828416802
covid-19 pandemic and dass-21,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
gene expression,16,14,18,5.5,4.833333333333333,-0.12921173148000623,-0.7463131145911142
comt val158met polymorphism,1,0,1,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
institutional maltreatment,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
clinical features,3,3,4,1.1666666666666667,1.1666666666666667,0.0,-0.6171013831111072
family history,0,9,11,0.16666666666666666,3.1666666666666665,2.9444389791664403,2.327337596055332
lifetime victimization,1,1,1,0.5,0.5,0.0,-0.6171013831111072
prefrontal engagement,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
bettors,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
family practice,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
glua2,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
whites,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
intestinal barrier function,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
irb = institutional review board,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
fas-associated protein,2,1,1,0.8333333333333334,0.5,-0.5108256237659907,-1.1279270068770977
incarcerated mothers,1,1,2,0.5,0.5,0.0,-0.6171013831111072
predicting severity,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
music education,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
philippines,6,4,4,2.1666666666666665,1.5,-0.36772478012531723,-0.9848261632364252
ska2 methylation,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
adolescent survivors,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
violence against children,10,17,21,3.5,5.833333333333333,0.5108256237659906,-0.10627575934511668
food insufficiency,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
longitudinal structural equation modeling,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
childhood psychological trauma,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
postural mannerisms,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
congo free state,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
statement validity analysis,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
interactive computer services,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
temporal stability,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
vulnerable dark triad,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
dimensions,32,86,103,10.833333333333334,28.833333333333332,0.9789043246021418,0.3618029414910344
large language model,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
senegal,1,0,1,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
social-dominance,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
paternal experiences,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
l'arche,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
substance abuse disorders,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
domestic trauma,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
selection,6,14,19,2.1666666666666665,4.833333333333333,0.8023464725249373,0.18524508941382933
understanding fertility management,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
scfa,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
emotion-regulation therapy,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
nonlinear relationships,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
intellectual and developmental disabilities,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
populational cross-sectional study,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
online harms,0,5,6,0.16666666666666666,1.8333333333333333,2.3978952727983707,1.7807938896872626
hospital services,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
and inclusion,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
morphology,9,12,12,3.1666666666666665,4.166666666666667,0.27443684570176036,-0.3426645374093473
torso,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
limited antisocial pathways,1,1,1,0.5,0.5,0.0,-0.6171013831111072
sex exchange,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
restricted emotionality,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
lupus,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
migration inhibitory factor,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
phenomenology,11,12,18,3.8333333333333335,4.166666666666667,0.083381608939051,-0.5337197741720567
transposon,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
bodymind,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
panic disorder,13,20,27,4.5,6.833333333333333,0.41773520069997866,-0.19936618241112924
surgeon awareness,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
family-planning-services,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
family bonding,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
disorders scid-ii,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
contributory factors,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
transactional,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
crp gene,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
auricular surface,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
major depression,127,111,169,42.5,37.166666666666664,-0.13409177369830752,-0.751193156809415
abusive content report,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
chinese emerging adults,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
self-awareness,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
safeguarding policy analysis,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
democratic people's republic of korea.,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
coping,20,48,63,6.833333333333333,16.166666666666668,0.8611389117990752,0.2440375286879677
mental-health research,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
qualitative,24,39,59,8.166666666666666,13.166666666666666,0.47762755435639487,-0.1394738287547126
acute sexual abuse,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
child-welfare practice,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
prosecution of child abuse cases,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
improper solutions,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
victims of sexual harassment,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
spanish-speaking countries,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
cultic groups,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
globalization,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
anti-inflammatory cytokines,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
fowler's syndrome,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
heart-disease risk,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
clinical severity,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
deviant coach behavior,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
expectation change,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
mental health trajectories,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
mild traumatic brain injury,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
chronic-fatigue-syndrome,5,5,8,1.8333333333333333,1.8333333333333333,0.0,-0.6171013831111072
renal failure,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
6r)-hydroxynorketamine,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
maladaptive personality,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
hpa axis responses,2,2,3,0.8333333333333334,0.8333333333333334,0.0,-0.6171013831111072
psychology service,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
battered child syndrome,1,1,1,0.5,0.5,0.0,-0.6171013831111072
negative syndrome scale,2,8,10,0.8333333333333334,2.8333333333333335,1.2237754316221157,0.6066740485110085
primary-school children,1,1,1,0.5,0.5,0.0,-0.6171013831111072
depressive disorder,7,25,29,2.5,8.5,1.2237754316221157,0.6066740485110076
epileptic seizures,1,1,1,0.5,0.5,0.0,-0.6171013831111072
deprofessionalisation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
women in church,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
peritraumatic responses to csa,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
in my shoes computer assisted interview,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
lgbtq,4,10,14,1.5,3.5,0.8472978603872037,0.23019647727609538
randomized clinical trial,2,3,5,0.8333333333333334,1.1666666666666667,0.336472236621213,-0.28062914648989423
physical fatigue,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
youth aging out of foster care,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
adversity,151,308,399,50.5,102.83333333333333,0.7111362183960186,0.09403483528491074
long-term cortisol,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
regulatory emotional self-efficacy,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
anti-miscegenation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
social computing,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
narrative assessments,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
shanghai jewish refugees,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
arabic version,3,1,1,1.1666666666666667,0.5,-0.8472978603872037,-1.4643992434983106
global ecumenical theological institute,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
postnatal period,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
icast-c,1,1,1,0.5,0.5,0.0,-0.6171013831111072
intergenerational cycle of attachment,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
attention,27,46,70,9.166666666666666,15.5,0.525266307920785,-0.09183507519032208
modulates brain-development,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
personality-trait,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
political views,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
dsm-ii,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
welfare sanctions,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
fagerstrom tolerance questionnaire,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
app,3,1,1,1.1666666666666667,0.5,-0.8472978603872037,-1.4643992434983106
trade-off,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
motor impulsivity,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
longsca,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
defense cascade,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
global south,2,2,3,0.8333333333333334,0.8333333333333334,0.0,-0.6171013831111072
student bullying,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
smartphone addiction,2,7,9,0.8333333333333334,2.5,1.0986122886681098,0.48151090555700193
mass spectrometry imaging,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
systems modelling,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
corticotropin,1,2,2,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
sexual preoccupation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
informativeness,4,5,7,1.5,1.8333333333333333,0.20067069546215105,-0.4164306876489565
tail suspension test,2,0,1,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
beta-arrestin2,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
